2994058,5907765,2300411,1061899,940693,612808,1279841,614938,1122473,1055342,/,1641783,622447,377398,2145409,698753,2203202,12022,108586,128367,1990004,449413,75651,1038675,53128,134898,110879,153505,170949,2375520,130454,0,0,0,250234,53172,0,0,154880,0,50561,0,0,0,35166,0,0,876529,0,0
1119409,2921171,1748094,1307058,1116838,718781,372826,278971,1124763,311401,1641783,/,789044,807622,1123029,1111565,1246755,252813,457216,425634,1821504,780010,292277,811002,392045,311922,753027,93813,421839,1525004,176951,247680,297618,711576,423213,169639,0,81510,368851,12983,252761,143942,78466,0,85722,94067,0,1145749,70677,82662
0,0,69996,418882,294690,0,0,0,156303,0,622447,789044,/,0,267320,0,0,0,0,0,380483,0,0,145365,0,0,492094,0,0,448034,0,0,0,295311,0,23457,0,0,0,0,0,0,0,0,0,0,0,173487,0,0
1437935,746163,1396635,638386,489046,650914,745764,1199583,1296838,486070,377398,807622,0,/,388319,828905,220689,566029,415807,667907,769165,661203,227342,65835,147482,1071583,29300,175967,235610,823864,124287,193309,321833,0,123837,376697,148960,192500,320582,117534,278791,83638,141432,120495,118327,256167,291789,395132,92349,233923
1064482,2311718,1502455,1019774,778934,229231,510620,107545,962284,273158,2145409,1123029,267320,388319,/,1012938,685250,0,124555,105052,1401803,202866,0,918979,0,194701,582053,104992,116749,1059332,47840,0,0,576277,104522,50524,0,0,113755,0,91433,0,0,0,0,0,0,751056,0,0
1200552,963623,2332073,786099,346380,548238,626722,396640,1398269,459471,698753,1111565,0,828905,1012938,/,380403,262163,466346,280512,1453853,410078,172262,415629,133694,663572,196258,201656,290844,804651,217529,192827,287129,162163,124376,157215,42180,54310,825704,82269,317932,72647,104358,22730,75615,184979,217518,484627,30937,38869
775302,777177,1145564,886692,783141,261778,359876,0,710257,144125,2203202,1246755,0,220689,685250,380403,/,0,58659,175777,1154482,183284,0,291169,115693,21223,717676,74215,128996,757066,0,0,16253,637569,132607,91500,0,0,92481,0,25283,0,0,0,13605,0,0,412619,0,0
1474559,101296,868125,662854,690861,683293,658634,1128884,1852041,290350,12022,252813,0,566029,0,262163,0,/,162380,602596,435992,712359,203310,0,72231,0,0,134436,141643,185044,140511,179746,235512,0,67971,253920,65548,196488,183405,136033,168710,0,85819,0,192414,181749,173898,13552,111830,142135
515583,371632,1442047,1140915,411505,291187,352322,299322,833572,148900,108586,457216,0,415807,124555,466346,58659,162380,/,313912,638045,321645,64250,0,29907,373742,16474,92626,254110,303695,125340,122797,12453,0,18062,79356,0,0,116681,14718,94298,112981,110751,0,70024,89007,0,159004,56025,0
447947,333189,1063501,614624,634470,254993,0,1067003,1339531,1178783,128367,425634,0,667907,105052,280512,175777,602596,313912,/,613395,883450,186108,0,213383,948545,0,91589,190757,306336,347674,293217,283634,0,165753,393422,257505,586408,279647,312075,127716,70628,219223,0,232830,391892,504390,256654,166619,416065
1410803,2837858,2390847,1611535,1458155,720835,1407380,448264,1480033,733554,1990004,1821504,380483,769165,1401803,1453853,1154482,435992,638045,613395,/,482173,171946,1020965,463786,812371,832343,196944,995034,1779079,183494,150560,478351,595096,556863,491698,0,0,578372,0,153919,525330,100750,0,382431,93015,77848,1423530,64300,0
2386216,429351,1062541,1026601,769186,785694,1002632,1716627,1487934,961212,449413,780010,0,661203,202866,410078,183284,712359,321645,883450,482173,/,626555,43480,159499,920066,23036,290960,285059,540509,396528,337395,394290,0,144752,415189,388934,385057,114180,500410,396955,0,252555,409218,376639,651100,425654,0,247143,323685
723794,78808,844214,259726,260869,643987,336197,189851,869591,291545,75651,292277,0,227342,0,172262,0,203310,64250,186108,171946,626555,/,0,0,428587,0,86459,0,199541,56818,0,0,0,0,0,0,0,144475,0,88240,0,0,0,0,65240,57102,0,0,0
358851,994647,688304,439306,397583,49691,112697,0,337461,97955,1038675,811002,145365,65835,918979,415629,291169,0,0,0,1020965,43480,0,/,0,0,503517,0,69098,549019,0,0,0,396363,23298,0,0,0,0,0,0,0,0,0,0,0,0,576190,0,0
146507,229387,461180,1823307,998222,15562,91237,0,916131,0,53128,392045,0,147482,0,133694,115693,72231,29907,213383,463786,159499,0,0,/,144598,14473,14712,15850,292316,0,0,0,0,0,119126,0,0,0,0,110898,16027,0,0,19665,0,0,111057,0,0
3271509,497873,1621100,1116839,989822,1428358,1354652,1288542,2606062,765818,134898,311922,0,1071583,194701,663572,21223,0,373742,948545,812371,920066,428587,0,144598,/,0,260806,260957,200490,251842,291799,361113,0,162303,290688,131726,376095,432330,0,256736,16990,82590,123175,249209,231348,384663,229842,117506,415840
74978,1539488,313826,376153,333676,48734,90838,0,203341,0,110879,753027,492094,29300,582053,196258,717676,0,16474,0,832343,23036,0,503517,14473,0,/,0,17841,564184,0,0,0,0,0,15628,0,0,0,0,0,0,0,0,0,0,0,293283,0,0
523030,258952,467555,262082,174492,230005,219324,297198,487364,198089,153505,93813,0,175967,104992,201656,74215,134436,92626,91589,196944,290960,86459,0,14712,260806,0,/,86432,179916,53083,94437,58543,0,21296,76193,57569,0,92954,60601,90247,0,84133,59489,46629,85003,100660,264989,0,30924
361705,226860,1193684,1006860,343876,116242,303230,75720,807647,41507,170949,421839,0,235610,116749,290844,128996,141643,254110,190757,995034,285059,0,69098,15850,260957,17841,86432,/,298939,101945,37208,105572,0,23094,207058,0,0,311049,0,140501,87648,0,0,31471,0,0,150238,0,0
1751741,2990241,1788730,1332939,1186143,630332,420675,604927,1453131,198147,2375520,1525004,448034,823864,1059332,804651,757066,185044,303695,306336,1779079,540509,199541,549019,292316,200490,564184,179916,298939,/,436861,181443,248814,583934,247812,206173,49127,85649,440103,80279,231124,116835,85331,0,154301,91252,90067,981675,81267,151618
645959,289098,1042363,235577,534898,285914,218573,224891,353665,153893,130454,176951,0,124287,47840,217529,0,140511,125340,347674,183494,396528,56818,0,0,251842,0,53083,101945,436861,/,70696,96187,0,0,124356,29745,91927,122529,0,74474,0,74138,61179,23648,89275,98645,0,0,90826
520324,46973,955315,301456,210419,207739,260892,115107,694906,71271,0,247680,0,193309,0,192827,0,179746,122797,293217,150560,337395,0,0,0,291799,0,94437,37208,181443,70696,/,0,0,0,124006,0,0,69045,12877,93328,0,0,0,0,0,0,0,0,0
485481,79217,750802,424351,221339,229449,338638,105712,824562,90761,0,297618,0,321833,0,287129,16253,235512,12453,283634,478351,394290,0,0,0,361113,0,58543,105572,248814,96187,0,/,0,0,0,0,0,127590,0,94183,0,0,0,0,44153,0,77870,0,0
89754,1827508,300617,512155,274537,0,0,0,93434,52957,0,711576,295311,0,576277,162163,637569,0,0,0,595096,0,0,396363,0,0,0,0,0,583934,0,0,0,/,133050,0,0,0,0,0,0,0,0,0,0,0,0,188390,0,0
381387,369235,582270,1704961,978078,28993,101936,120574,441666,58980,250234,423213,0,123837,104522,124376,132607,67971,18062,165753,556863,144752,0,23298,0,162303,0,21296,23094,247812,0,0,0,133050,/,116429,0,0,0,0,101117,0,0,0,17711,0,0,108206,0,0
352259,231444,793666,604700,419637,263646,226894,267101,553613,27860,53172,169639,23457,376697,50524,157215,91500,253920,79356,393422,491698,415189,0,0,119126,290688,15628,76193,207058,206173,124356,124006,0,0,116429,/,71491,55902,50854,194399,89536,0,0,0,172204,234340,67532,72275,59944,0
324504,0,325270,183352,67995,173233,262613,66474,522546,0,0,0,0,148960,0,42180,0,65548,0,257505,0,388934,0,0,0,131726,0,57569,0,49127,29745,0,0,0,0,71491,/,0,0,95637,0,0,0,0,0,0,0,0,0,0
132035,0,371594,0,0,497250,302426,153075,203472,0,0,81510,0,192500,0,54310,0,196488,0,586408,0,385057,0,0,0,376095,0,0,0,85649,91927,0,0,0,0,55902,0,/,0,0,0,0,0,0,0,16266,0,0,0,0
618868,245081,328014,419692,143873,172563,338302,72081,773834,338200,154880,368851,0,320582,113755,825704,92481,183405,116681,279647,578372,114180,144475,0,0,432330,0,92954,311049,440103,122529,69045,127590,0,0,50854,0,0,/,0,90262,0,27506,0,15137,56597,12208,0,0,0
451082,0,235908,323063,240775,269778,338138,347542,1376658,64005,0,12983,0,117534,0,82269,0,136033,14718,312075,0,500410,0,0,0,0,0,60601,0,80279,0,12877,0,0,0,194399,95637,0,0,/,91054,0,0,0,0,0,0,0,47914,0
366737,257597,338135,374469,194633,106049,190622,246609,873265,143957,50561,252761,0,278791,91433,317932,25283,168710,94298,127716,153919,396955,88240,0,110898,256736,0,90247,140501,231124,74474,93328,94183,0,101117,89536,0,0,90262,91054,/,90826,85677,0,174405,92328,0,152448,84795,0
28535,61278,290712,757124,485201,0,36386,0,225089,0,0,143942,0,83638,0,72647,0,0,112981,70628,525330,0,0,0,16027,16990,0,0,87648,116835,0,0,0,0,0,0,0,0,0,0,90826,/,0,0,0,0,0,91268,0,0
120855,0,572984,222570,141017,72930,77030,30543,393705,0,0,78466,0,141432,0,104358,0,85819,110751,219223,100750,252555,0,0,0,82590,0,84133,0,85331,74138,0,0,0,0,0,0,0,27506,0,85677,0,/,0,0,0,0,0,64163,0
444967,0,334198,226523,81631,163811,112448,89343,830311,153942,0,0,0,120495,0,22730,0,0,0,0,0,409218,0,0,0,123175,0,59489,0,0,61179,0,0,0,0,0,0,0,0,0,0,0,0,/,0,0,0,0,0,0
553641,212145,445519,837101,1415592,134203,328111,342629,1089184,56712,35166,85722,0,118327,0,75615,13605,192414,70024,232830,382431,376639,0,0,19665,249209,0,46629,31471,154301,23648,0,0,0,17711,172204,0,0,15137,0,174405,0,0,0,/,0,0,63789,79324,0
1092584,37054,748849,423594,268154,631284,499549,384187,1195225,328043,0,94067,0,256167,0,184979,0,181749,89007,391892,93015,651100,65240,0,0,231348,0,85003,0,91252,89275,0,44153,0,0,234340,0,16266,56597,0,92328,0,0,0,0,/,24381,0,0,0
85926,33224,680632,258878,0,280597,410293,262688,478496,0,0,0,0,291789,0,217518,0,173898,0,504390,77848,425654,57102,0,0,384663,0,100660,0,90067,98645,0,0,0,0,67532,0,0,12208,0,0,0,0,0,0,24381,/,0,0,0
693651,1276378,633259,616337,383949,176069,201211,33254,1019243,198119,876529,1145749,173487,395132,751056,484627,412619,13552,159004,256654,1423530,0,0,576190,111057,229842,293283,264989,150238,981675,0,0,77870,188390,108206,72275,0,0,0,0,152448,91268,0,0,63789,0,0,/,0,0
46888,12174,204143,335196,274417,25361,0,46677,506473,0,0,70677,0,92349,0,30937,0,111830,56025,166619,64300,247143,0,0,0,117506,0,0,0,81267,0,0,0,0,0,59944,0,0,0,47914,84795,0,64163,0,79324,0,0,0,/,0
973315,0,734080,0,0,207923,199221,151696,633676,235195,0,82662,0,233923,0,38869,0,142135,0,416065,0,323685,0,0,0,415840,0,30924,0,151618,90826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/
